NAME,BOARD,EMAIL,ADDRESS,CITY,PROVINCE,POSTAL_COD,PHONE_NO,FAX_NO,GRADES,POSTSECOND,DATA_SOURCE,ELEM,JUNIOR_H,SENIOR_H,long,lat
The Heartland Agency,The Heartland Agency,iboyce@heartlandagency.org,1121 14 AV SW,Calgary,AB,T2R0P3,(403) 541-0277,,ECS,N,N,N,N,N,-114.0871884,51.0399587
Maple Ridge School,The Calgary School Division,mapleridge@cbe.ab.ca,10203 MAPLEMONT RD SE,Calgary,AB,T2J1W3,(403) 777-6280,,Elementary,N,N,Y,N,N,-114.0419588,50.9618905
Sibylla Kiddle School,The Calgary School Division,SibyllaKiddle@cbe.ab.ca,,Calgary,AB,,(403) 817-3432,,Elementary,N,N,Y,N,N,-113.9708023,50.8778625
Corpus Christi School,The Calgary Roman Catholic Separate School Division,corpuschristi@cssd.ab.ca,5607 THORNTON RD NW,Calgary,AB,T2K3C1,(403) 500-2023,,Elementary,N,N,Y,N,N,-114.0680318,51.1015969
Akiva Academy,Congregation House of Jacob-Mikveh Israel,office@akiva.ca,140 HADDON RD SW,Calgary,AB,T2V2Y3,(403) 258-1312,,Elementary/Junior High,N,N,Y,Y,Y,-114.0778236,50.9732774
David Thompson School,The Calgary School Division,davidthompson@cbe.ab.ca,9603 5 ST SE,Calgary,AB,T2J1K4,(403) 777-7470,,Elementary/Junior High,N,N,Y,Y,Y,-114.0546514,50.9694036
West Island College,West Island College Society of Alberta,office@mywic.ca,7410 BLACKFOOT TR SE,Calgary,AB,T2H1M5,(403) 255-5300,,Junior High/Senior High,N,N,N,Y,Y,-114.0521604,50.9871044
Southwest Elementary Campus,Foundations for the Future Charter Academy Charter School Society,pam.brah@ffca-calgary.com,898 SYLVESTER CR SW,Calgary,AB,T2W0R7,(403) 259-3527,,Elementary,N,N,Y,N,N,-114.0825466,50.9589807
Adolescent Mental Health Services,The Calgary School Division,woodshomes@cbe.ab.ca,1403 29 ST NW,Calgary,AB,T2N2T9,(403) 270-1751,,Elementary/Junior High/Senior High,N,N,Y,Y,Y,-114.1344107,51.0646688
Clarence Sansom School,The Calgary School Division,clarencesansom@cbe.ab.ca,5840 24 AV NE,Calgary,AB,T1Y6G4,(403) 777-7700,,Elementary/Junior High,N,N,Y,Y,Y,-113.9491955,51.0746135
Ernest Morrow School,The Calgary School Division,ernestmorrow@cbe.ab.ca,1212 47 ST SE,Calgary,AB,T2A1R3,(403) 777-7800,,Elementary/Junior High,N,N,Y,Y,Y,-113.9648387,51.0433846
St. Francis High School,The Calgary Roman Catholic Separate School Division,st.francis@cssd.ab.ca,,Calgary,AB,,(403) 500-2026,,Senior High,N,N,N,N,N,-114.1024075,51.0845066
Valley Creek School,The Calgary School Division,valleycreek@cbe.ab.ca,10951 HIDDEN VALLEY DR NW,Calgary,AB,T3A6J2,(403) 777-7995,,Elementary/Junior High,N,N,Y,Y,Y,-114.1166729,51.1502338
Calgary Arts Academy,Calgary Arts Academy Society,info@caaschool.com,640 14 AV SE,Calgary,AB,T2G1E8,(403) 532-3020,,Elementary/Junior High/Senior High,N,N,Y,Y,Y,-114.0492422,51.039402
St. Peter Elementary School,The Calgary Roman Catholic Separate School Division,stpeter@cssd.ab.ca,720 58 ST SE,Calgary,AB,T2A5L9,(403) 500-2079,,Elementary,N,N,Y,N,N,-113.949107,51.046185
Rosscarrock School,The Calgary School Division,rosscarrock@cbe.ab.ca,1406 40 ST SW,Calgary,AB,T3C1W7,(403) 777-8390,,Elementary,N,N,Y,N,N,-114.1447822,51.0412164
Calgary Christian School,The Palliser School Division,ccesoffice@pallisersd.ab.ca,2839 49 ST SW,Calgary,AB,T3E3X9,(403) 242-2896,,Elementary,N,N,Y,N,N,-114.1589506,51.0274677
Falconridge School,The Calgary School Division,falconridge@cbe.ab.ca,1331 FALCONRIDGE DR NE,Calgary,AB,T3J1T4,(403) 777-6730,,Elementary,N,N,Y,N,N,-113.9454326,51.0993641
Canadian Montessori School,The Canadian Montessori School Ltd.,admin@calgarymontessorischool.com,1112 70 AV SW,Calgary,AB,T2V0P6,(403) 862-8551,,Elementary,N,N,Y,N,N,-114.0882622,50.9907447
John Ware School,The Calgary School Division,johnware@cbe.ab.ca,10020 19 ST SW,Calgary,AB,T2V1R2,(403) 777-7930,,Junior High,N,N,N,Y,Y,-114.1053048,50.9636548
Blessed Marie-Rose,The Calgary Roman Catholic Separate School Division,marierose@cssd.ab.ca,999 SHERWOOD BV NW,Calgary,AB,T3R1M9,(403) 500-2131,,Elementary/Junior High,N,N,Y,Y,Y,-114.1483237,51.1598895
Midsun School,The Calgary School Division,midsun@cbe.ab.ca,660 SUNMILLS DR SE,Calgary,AB,T2X3R5,(403) 777-6430,,Junior High,N,N,N,Y,Y,-114.0309154,50.9018495
River Valley School,River Valley School Society,info@rivervalleyschool.ca,3127 BOWWOOD DR NW,Calgary,AB,T3B2E7,(403) 246-2275,,Elementary,N,N,Y,N,N,-114.1743441,51.0794694
Monsignor J. S. Smith School,The Calgary Roman Catholic Separate School Division,msgrsmith@cssd.ab.ca,2919 DOUGLASDALE BV SE,Calgary,AB,T2Z2H9,(403) 500-2069,,Elementary/Junior High,N,N,Y,Y,Y,-113.9898639,50.9412117
Eric Harvie School,The Calgary School Division,ericharvie@cbe.ab.ca,357 TUSCANY DR NW,Calgary,AB,T3L3C9,(403) 817-3532,,Elementary,N,N,Y,N,N,-114.2511111,51.1280419
Robert Thirsk School,The Calgary School Division,RobertThirskHigh@cbe.ab.ca,8777 NOSE HILL DR NW,Calgary,AB,T3G5T3,,,Senior High,N,N,N,N,N,-114.1947783,51.1308413
Pathway Montessori Inc,Woodpark Montessori Society,pathwaymont@gmail.com,464 WOODBINE BV SW,Calgary,AB,T2W5H7,(403) 402-0901,,ECS,N,N,N,N,N,-114.1333915,50.9464644
